X,Y,Z,Name,
-70.3459133652374,-27.3502339444864,0,"044"
-70.3460003862727,-27.3501569157178,0,"045"
-70.3461037458832,-27.3500529166194,0,"046"
-70.3462118574637,-27.3499479838577,0,"047"
-70.3463335701372,-27.3498399346417,0,"048"
-70.3464410040609,-27.3497728551411,0,"049"
-70.3465481956785,-27.349731677242,0,"050"
-70.3466334083418,-27.349704369382,0,"051"
-70.3467432451856,-27.3496819018971,0,"052"
-70.3468697843391,-27.3496847915512,0,"053"
-70.3470535159277,-27.3496826399155,0,"054"
-70.3485123974039,-27.3487203702238,0,"055"
-70.3498268889994,-27.3491790771151,0,"056"
-70.3492066627909,-27.3497495346475,0,"057"
-70.3489184673441,-27.349359135321,0,"058"
-70.349487534477,-27.3501315995977,0,"059"
-70.3498329676201,-27.3501882114065,0,"060"
-70.3498273630558,-27.3506050197927,0,"061"
-70.3498029517707,-27.3509070876053,0,"062"
-70.3504705755522,-27.351849157908,0,"063"
-70.3502951628671,-27.3518639090138,0,"064"
-70.3515070966818,-27.3516596592295,0,"065"
-70.3511025780894,-27.3504783186123,0,"066"
-70.3510422912546,-27.3503951238571,0,"067"
-70.351678841103,-27.3515324293603,0,"068"
-70.3517447846299,-27.3516211887369,0,"069"
