X,Y,Z,Name,
-70.3516788665697,-27.3446342073355,0,"003"
-70.3516890021403,-27.344594578252,0,"004"
-70.3516233065523,-27.3445127957817,0,"005"
-70.3509319927173,-27.3438493689844,0,"006"
-70.3484702737283,-27.34315594716,0,"007"
-70.351179413892,-27.3455242184511,0,"008"
-70.3512428478869,-27.3503772338801,0,"009"
-70.3522393761823,-27.3521161696452,0,"010"
-70.3503268983991,-27.3494567592202,0,"011"
-70.3494868892858,-27.348563900667,0,"012"
-70.3503203033128,-27.3468723255408,0,"013"
-70.3509749127233,-27.3461003573035,0,"014"
-70.3513841395125,-27.3458727287791,0,"015"
-70.353542197353,-27.3465141816018,0,"016"
-70.3529737013606,-27.34710924793,0,"017"
-70.3531099536999,-27.3470326733588,0,"018"
-70.3530711605546,-27.3469124323342,0,"019"
-70.3520561599928,-27.3463233322041,0,"020"
-70.3515040886134,-27.3484752844948,0,"021"
-70.3511124172445,-27.3485031670886,0,"022"
-70.3510474129577,-27.3493921437904,0,"023"
-70.3505442918055,-27.3487533899476,0,"024"
-70.3505184240779,-27.3474446866216,0,"025"
-70.3509349165783,-27.3474213404676,0,"026"
-70.3509954423762,-27.3473364545588,0,"027"
-70.3500962256284,-27.3455753369646,0,"028"
-70.3507729769065,-27.3459469619127,0,"029"
-70.3499107843467,-27.3455445214451,0,"030"
-70.3498105367935,-27.3456597724551,0,"031"
-70.3497405032652,-27.3457463793831,0,"032"
-70.3492654729121,-27.3462895776305,0,"033"
-70.3492763255309,-27.3465935633024,0,"034"
-70.3490326919105,-27.3468431712908,0,"035"
-70.3488311056166,-27.346643253278,0,"036"
-70.3463316481606,-27.345486248994,0,"037"
-70.3460474153648,-27.3459076058359,0,"038"
-70.345895913904,-27.3461121789799,0,"039"
-70.3460847170902,-27.3470201630803,0,"040"
-70.3468806980561,-27.3474110996223,0,"041"
-70.3473421628694,-27.3491674125943,0,"042"
-70.3471101071684,-27.3489486540246,0,"043"
